UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
372612	paperref:254171	paperref:254168	|	exists=EXIST:P=0.0,1.0
364541	paperref:254108	paperref:254113	|	exists=EXIST:P=0.0,1.0
344500	paperref:258950	paperref:257600	|
342050	paperref:254086	paperref:253524	|	exists=NOTEXIST:P=1.0,0.0
362178	paperref:253995	paperref:257255	|	exists=NOTEXIST:P=1.0,0.0
354728	paperref:254748	paperref:257246	|	exists=NOTEXIST:P=1.0,0.0
355012	paperref:257015	paperref:254100	|	exists=NOTEXIST:P=1.0,0.0
374092	paperref:258002	paperref:258206	|	exists=NOTEXIST:P=1.0,0.0
368545	paperref:256258	paperref:258364	|	exists=NOTEXIST:P=1.0,0.0
351715	paperref:255101	paperref:253892	|	exists=NOTEXIST:P=1.0,0.0
356322	paperref:253994	paperref:254483	|	exists=NOTEXIST:P=1.0,0.0
353904	paperref:257948	paperref:254881	|	exists=NOTEXIST:P=1.0,0.0
370229	paperref:254424	paperref:255310	|	exists=NOTEXIST:P=1.0,0.0
345254	paperref:256968	paperref:253993	|	exists=NOTEXIST:P=1.0,0.0
349006	paperref:258402	paperref:258645	|	exists=NOTEXIST:P=1.0,0.0
356846	paperref:257262	paperref:258328	|
348354	paperref:257941	paperref:257198	|
365723	paperref:254880	paperref:257177	|
341263	paperref:253895	paperref:256965	|	exists=NOTEXIST:P=1.0,0.0
366789	paperref:254290	paperref:257892	|	exists=NOTEXIST:P=1.0,0.0
374945	paperref:256795	paperref:256794	|	exists=EXIST:P=0.0,1.0
347999	paperref:257943	paperref:254111	|	exists=NOTEXIST:P=1.0,0.0
369928	paperref:258147	paperref:257183	|	exists=NOTEXIST:P=1.0,0.0
365493	paperref:253425	paperref:253423	|
375822	paperref:258143	paperref:257321	|	exists=NOTEXIST:P=1.0,0.0
351429	paperref:253900	paperref:255100	|	exists=NOTEXIST:P=1.0,0.0
333990	paperref:256764	paperref:254103	|
342201	paperref:253894	paperref:257888	|	exists=NOTEXIST:P=1.0,0.0
340613	paperref:253801	paperref:254002	|	exists=NOTEXIST:P=1.0,0.0
359371	paperref:258151	paperref:253998	|
357140	paperref:257219	paperref:253827	|	exists=NOTEXIST:P=1.0,0.0
359697	paperref:258147	paperref:257253	|	exists=NOTEXIST:P=1.0,0.0
336383	paperref:254601	paperref:258977	|
336615	paperref:253960	paperref:256569	|	exists=NOTEXIST:P=1.0,0.0
357315	paperref:254482	paperref:254879	|	exists=NOTEXIST:P=1.0,0.0
342231	paperref:253894	paperref:256452	|	exists=NOTEXIST:P=1.0,0.0
362709	paperref:257257	paperref:258150	|	exists=NOTEXIST:P=1.0,0.0
361657	paperref:258153	paperref:253993	|	exists=NOTEXIST:P=1.0,0.0
361312	paperref:253991	paperref:257511	|	exists=NOTEXIST:P=1.0,0.0
353888	paperref:257948	paperref:254109	|	exists=NOTEXIST:P=1.0,0.0
340808	paperref:256369	paperref:256047	|	exists=NOTEXIST:P=1.0,0.0
355003	paperref:254105	paperref:257015	|	exists=NOTEXIST:P=1.0,0.0
334034	paperref:256764	paperref:256471	|	exists=NOTEXIST:P=1.0,0.0
368190	paperref:257179	paperref:254227	|	exists=NOTEXIST:P=1.0,0.0
347388	paperref:258955	paperref:257609	|	exists=NOTEXIST:P=1.0,0.0
336062	paperref:257182	paperref:257599	|
350724	paperref:253949	paperref:253948	|	exists=EXIST:P=0.0,1.0
334487	paperref:255225	paperref:253952	|	exists=NOTEXIST:P=1.0,0.0
377835	paperref:257883	paperref:254753	|	exists=NOTEXIST:P=1.0,0.0
350396	paperref:258050	paperref:258206	|
354599	paperref:254624	paperref:254625	|	exists=EXIST:P=0.0,1.0
374398	paperref:253860	paperref:255964	|	exists=NOTEXIST:P=1.0,0.0
360316	paperref:257886	paperref:257254	|	exists=NOTEXIST:P=1.0,0.0
355728	paperref:254485	paperref:256186	|	exists=NOTEXIST:P=1.0,0.0
346292	paperref:257307	paperref:257815	|	exists=NOTEXIST:P=1.0,0.0
378137	paperref:256842	paperref:256845	|	exists=EXIST:P=0.0,1.0
357275	paperref:254482	paperref:253993	|	exists=NOTEXIST:P=1.0,0.0
360370	paperref:257254	paperref:256040	|	exists=NOTEXIST:P=1.0,0.0
373680	paperref:257186	paperref:257885	|	exists=NOTEXIST:P=1.0,0.0
360983	paperref:253552	paperref:256455	|	exists=NOTEXIST:P=1.0,0.0
337130	paperref:254836	paperref:256839	|
351025	paperref:258803	paperref:257184	|	exists=NOTEXIST:P=1.0,0.0
346131	paperref:257310	paperref:257308	|	exists=EXIST:P=0.0,1.0
364402	paperref:254495	paperref:257321	|	exists=NOTEXIST:P=1.0,0.0
345143	paperref:253945	paperref:256649	|	exists=NOTEXIST:P=1.0,0.0
379040	paperref:257218	paperref:255529	|	exists=NOTEXIST:P=1.0,0.0
366726	paperref:254397	paperref:255685	|	exists=NOTEXIST:P=1.0,0.0
370126	paperref:257198	paperref:257180	|	exists=EXIST:P=0.0,1.0
378733	paperref:254980	paperref:256053	|	exists=NOTEXIST:P=1.0,0.0
360872	paperref:257250	paperref:257199	|	exists=NOTEXIST:P=1.0,0.0
364245	paperref:253778	paperref:256596	|	exists=NOTEXIST:P=1.0,0.0
366561	paperref:254306	paperref:256676	|
332703	paperref:257590	paperref:255375	|	exists=NOTEXIST:P=1.0,0.0
373413	paperref:258229	paperref:257204	|	exists=NOTEXIST:P=1.0,0.0
343198	paperref:257249	paperref:253898	|	exists=NOTEXIST:P=1.0,0.0
350796	paperref:253946	paperref:257186	|
358251	paperref:257316	paperref:255718	|	exists=NOTEXIST:P=1.0,0.0
356197	paperref:254401	paperref:257010	|	exists=NOTEXIST:P=1.0,0.0
346933	paperref:253411	paperref:255621	|	exists=NOTEXIST:P=1.0,0.0
378060	paperref:256648	paperref:258570	|
334681	paperref:256765	paperref:256772	|
348060	paperref:258519	paperref:255286	|	exists=NOTEXIST:P=1.0,0.0
337640	paperref:254577	paperref:256351	|
334540	paperref:256474	paperref:253952	|	exists=NOTEXIST:P=1.0,0.0
333180	paperref:258153	paperref:257593	|	exists=NOTEXIST:P=1.0,0.0
357263	paperref:254482	paperref:257250	|
344901	paperref:254676	paperref:253944	|	exists=NOTEXIST:P=1.0,0.0
358173	paperref:254278	paperref:255455	|	exists=NOTEXIST:P=1.0,0.0
352003	paperref:257255	paperref:256970	|	exists=NOTEXIST:P=1.0,0.0
334669	paperref:256765	paperref:256470	|
348931	paperref:254518	paperref:256359	|
359364	paperref:256123	paperref:253998	|	exists=NOTEXIST:P=1.0,0.0
332304	paperref:256769	paperref:254406	|	exists=NOTEXIST:P=1.0,0.0
371675	paperref:257890	paperref:256186	|	exists=NOTEXIST:P=1.0,0.0
370028	paperref:257195	paperref:257183	|	exists=EXIST:P=0.0,1.0
348865	paperref:255727	paperref:254403	|
344426	paperref:258616	paperref:253997	|	exists=NOTEXIST:P=1.0,0.0
343338	paperref:253959	paperref:255645	|	exists=NOTEXIST:P=1.0,0.0
355406	paperref:255226	paperref:255645	|
347753	paperref:255881	paperref:253461	|	exists=NOTEXIST:P=1.0,0.0
333393	paperref:257664	paperref:257509	|	exists=NOTEXIST:P=1.0,0.0
349773	paperref:254477	paperref:258144	|	exists=NOTEXIST:P=1.0,0.0
361207	paperref:254000	paperref:257259	|	exists=NOTEXIST:P=1.0,0.0
360401	paperref:257515	paperref:257180	|
350547	paperref:257720	paperref:257184	|	exists=NOTEXIST:P=1.0,0.0
345025	paperref:256076	paperref:253812	|
373744	paperref:255904	paperref:257186	|	exists=NOTEXIST:P=1.0,0.0
357945	paperref:254859	paperref:257738	|	exists=NOTEXIST:P=1.0,0.0
370680	paperref:256304	paperref:257072	|
366756	paperref:257187	paperref:254884	|	exists=NOTEXIST:P=1.0,0.0
351287	paperref:256370	paperref:254245	|	exists=NOTEXIST:P=1.0,0.0
370929	paperref:253853	paperref:253854	|	exists=EXIST:P=0.0,1.0
346772	paperref:258158	paperref:255718	|	exists=NOTEXIST:P=1.0,0.0
347114	paperref:256569	paperref:258954	|	exists=NOTEXIST:P=1.0,0.0
359339	paperref:254288	paperref:253998	|
354070	paperref:253821	paperref:258845	|
334441	paperref:253952	paperref:254101	|	exists=NOTEXIST:P=1.0,0.0
378897	paperref:258573	paperref:258201	|
347668	paperref:254110	paperref:257945	|
352810	paperref:257194	paperref:258627	|	exists=NOTEXIST:P=1.0,0.0
361259	paperref:258313	paperref:254859	|	exists=NOTEXIST:P=1.0,0.0
353182	paperref:258737	paperref:253456	|	exists=NOTEXIST:P=1.0,0.0
379085	paperref:256051	paperref:256371	|	exists=NOTEXIST:P=1.0,0.0
371382	paperref:256827	paperref:254201	|	exists=NOTEXIST:P=1.0,0.0
349583	paperref:255729	paperref:256772	|	exists=NOTEXIST:P=1.0,0.0
356932	paperref:255099	paperref:254481	|	exists=NOTEXIST:P=1.0,0.0
375647	paperref:253845	paperref:255903	|
338224	paperref:256034	paperref:253800	|	exists=NOTEXIST:P=1.0,0.0
377488	paperref:257294	paperref:257293	|	exists=EXIST:P=0.0,1.0
351589	paperref:254435	paperref:258597	|
373151	paperref:256453	paperref:253418	|	exists=NOTEXIST:P=1.0,0.0
370765	paperref:254651	paperref:258572	|	exists=NOTEXIST:P=1.0,0.0
347311	paperref:257935	paperref:256053	|
371699	paperref:256186	paperref:257884	|	exists=NOTEXIST:P=1.0,0.0
354119	paperref:258738	paperref:258002	|
345681	paperref:256966	paperref:256970	|	exists=EXIST:P=0.0,1.0
351610	paperref:253460	paperref:254518	|
363767	paperref:258671	paperref:254347	|	exists=NOTEXIST:P=1.0,0.0
368776	paperref:257176	paperref:258152	|	exists=NOTEXIST:P=1.0,0.0
377449	paperref:255536	paperref:257200	|	exists=NOTEXIST:P=1.0,0.0
352100	paperref:256037	paperref:255367	|	exists=NOTEXIST:P=1.0,0.0
348438	paperref:256357	paperref:258802	|
349943	paperref:255972	paperref:258052	|	exists=NOTEXIST:P=1.0,0.0
341211	paperref:253895	paperref:258619	|	exists=NOTEXIST:P=1.0,0.0
341017	paperref:255673	paperref:258372	|
332594	paperref:257590	paperref:254290	|	exists=NOTEXIST:P=1.0,0.0
376957	paperref:254752	paperref:256421	|	exists=NOTEXIST:P=1.0,0.0
338274	paperref:253800	paperref:257259	|	exists=NOTEXIST:P=1.0,0.0
372067	paperref:255261	paperref:257984	|	exists=NOTEXIST:P=1.0,0.0
336595	paperref:253960	paperref:258570	|	exists=NOTEXIST:P=1.0,0.0
368644	paperref:258150	paperref:257177	|	exists=NOTEXIST:P=1.0,0.0
335608	paperref:256767	paperref:256588	|	exists=NOTEXIST:P=1.0,0.0
371233	paperref:256826	paperref:254590	|	exists=NOTEXIST:P=1.0,0.0
334127	paperref:257649	paperref:257442	|	exists=NOTEXIST:P=1.0,0.0
357120	paperref:253827	paperref:254890	|	exists=NOTEXIST:P=1.0,0.0
362831	paperref:258153	paperref:253997	|
356337	paperref:257538	paperref:254483	|
342099	paperref:254769	paperref:255012	|
362635	paperref:254569	paperref:255981	|	exists=NOTEXIST:P=1.0,0.0
334438	paperref:254516	paperref:253952	|
349028	paperref:254476	paperref:256386	|	exists=NOTEXIST:P=1.0,0.0
341097	paperref:257148	paperref:257146	|	exists=EXIST:P=0.0,1.0
338542	paperref:255743	paperref:258627	|	exists=NOTEXIST:P=1.0,0.0
343193	paperref:253898	paperref:258619	|	exists=NOTEXIST:P=1.0,0.0
343481	paperref:256036	paperref:258618	|	exists=NOTEXIST:P=1.0,0.0
378806	paperref:254154	paperref:254153	|	exists=EXIST:P=0.0,1.0
333448	paperref:256622	paperref:256712	|	exists=NOTEXIST:P=1.0,0.0
374103	paperref:253845	paperref:255789	|
367985	paperref:255344	paperref:257188	|	exists=NOTEXIST:P=1.0,0.0
338178	paperref:255102	paperref:257594	|	exists=NOTEXIST:P=1.0,0.0
348450	paperref:257025	paperref:254860	|	exists=NOTEXIST:P=1.0,0.0
339699	paperref:255047	paperref:255056	|	exists=NOTEXIST:P=1.0,0.0
358821	paperref:256276	paperref:255869	|	exists=NOTEXIST:P=1.0,0.0
357566	paperref:254209	paperref:257840	|
340919	paperref:254586	paperref:255494	|	exists=NOTEXIST:P=1.0,0.0
354488	paperref:257245	paperref:254291	|	exists=NOTEXIST:P=1.0,0.0
377351	paperref:253490	paperref:253489	|
375056	paperref:254000	paperref:256452	|	exists=NOTEXIST:P=1.0,0.0
335223	paperref:253950	paperref:254894	|	exists=NOTEXIST:P=1.0,0.0
370501	paperref:257187	paperref:256474	|	exists=NOTEXIST:P=1.0,0.0
338624	paperref:254839	paperref:256839	|
353167	paperref:255368	paperref:256452	|
356757	paperref:254407	paperref:256649	|	exists=NOTEXIST:P=1.0,0.0
339684	paperref:255056	paperref:257191	|
339043	paperref:258300	paperref:254185	|	exists=NOTEXIST:P=1.0,0.0
350204	paperref:258977	paperref:255375	|	exists=NOTEXIST:P=1.0,0.0
355927	paperref:257014	paperref:256591	|	exists=NOTEXIST:P=1.0,0.0
348443	paperref:255481	paperref:255474	|
376677	paperref:254750	paperref:258149	|	exists=NOTEXIST:P=1.0,0.0
373449	paperref:256456	paperref:257046	|	exists=NOTEXIST:P=1.0,0.0
350122	paperref:255104	paperref:257892	|	exists=NOTEXIST:P=1.0,0.0
353340	paperref:257249	paperref:254483	|	exists=NOTEXIST:P=1.0,0.0
345416	paperref:256969	paperref:258131	|	exists=NOTEXIST:P=1.0,0.0
348799	paperref:255616	paperref:255729	|	exists=NOTEXIST:P=1.0,0.0
379121	paperref:255526	paperref:255528	|	exists=EXIST:P=0.0,1.0
374032	paperref:257188	paperref:256844	|
377276	paperref:256277	paperref:256591	|
340594	paperref:253801	paperref:256966	|	exists=NOTEXIST:P=1.0,0.0
333646	paperref:253955	paperref:257015	|	exists=NOTEXIST:P=1.0,0.0
376976	paperref:254742	paperref:254591	|	exists=NOTEXIST:P=1.0,0.0
349793	paperref:253845	paperref:254477	|	exists=NOTEXIST:P=1.0,0.0
346284	paperref:256750	paperref:256748	|	exists=EXIST:P=0.0,1.0
363073	paperref:253571	paperref:254822	|	exists=NOTEXIST:P=1.0,0.0
352774	paperref:257182	paperref:256745	|	exists=NOTEXIST:P=1.0,0.0
343758	paperref:253979	paperref:254567	|	exists=NOTEXIST:P=1.0,0.0
334147	paperref:257087	paperref:257442	|
350315	paperref:253554	paperref:255375	|	exists=NOTEXIST:P=1.0,0.0
332877	paperref:253954	paperref:254308	|
353325	paperref:257249	paperref:257538	|	exists=NOTEXIST:P=1.0,0.0
353462	paperref:256456	paperref:253981	|
342356	paperref:253899	paperref:253551	|	exists=NOTEXIST:P=1.0,0.0
377188	paperref:257890	paperref:254751	|	exists=NOTEXIST:P=1.0,0.0
361270	paperref:253991	paperref:258145	|	exists=NOTEXIST:P=1.0,0.0
343121	paperref:257609	paperref:253958	|	exists=NOTEXIST:P=1.0,0.0
337699	paperref:257225	paperref:258571	|	exists=NOTEXIST:P=1.0,0.0
362240	paperref:258930	paperref:258634	|	exists=NOTEXIST:P=1.0,0.0
347140	paperref:256679	paperref:258954	|	exists=NOTEXIST:P=1.0,0.0
344905	paperref:258615	paperref:253680	|	exists=NOTEXIST:P=1.0,0.0
374309	paperref:257195	paperref:257890	|
377331	paperref:258992	paperref:257059	|
369242	paperref:256471	paperref:253909	|	exists=NOTEXIST:P=1.0,0.0
371618	paperref:256034	paperref:257188	|
355328	paperref:254403	paperref:253992	|	exists=NOTEXIST:P=1.0,0.0
344053	paperref:254847	paperref:257451	|	exists=NOTEXIST:P=1.0,0.0
332422	paperref:254308	paperref:253957	|	exists=NOTEXIST:P=1.0,0.0
367091	paperref:254881	paperref:257183	|	exists=NOTEXIST:P=1.0,0.0
365905	paperref:255015	paperref:256053	|	exists=NOTEXIST:P=1.0,0.0
357554	paperref:255799	paperref:256156	|	exists=NOTEXIST:P=1.0,0.0
342776	paperref:258616	paperref:253897	|	exists=NOTEXIST:P=1.0,0.0
332339	paperref:256620	paperref:255958	|	exists=NOTEXIST:P=1.0,0.0
352970	paperref:255369	paperref:255352	|	exists=NOTEXIST:P=1.0,0.0
344014	paperref:257251	paperref:257451	|	exists=NOTEXIST:P=1.0,0.0
343666	paperref:258952	paperref:256588	|	exists=NOTEXIST:P=1.0,0.0
335708	paperref:253951	paperref:254891	|
332434	paperref:257606	paperref:253957	|	exists=NOTEXIST:P=1.0,0.0
367282	paperref:256277	paperref:254399	|	exists=NOTEXIST:P=1.0,0.0
379444	paperref:256592	paperref:256594	|	exists=EXIST:P=0.0,1.0
351518	paperref:256971	paperref:254291	|	exists=NOTEXIST:P=1.0,0.0
351988	paperref:254001	paperref:256970	|	exists=NOTEXIST:P=1.0,0.0
333501	paperref:258808	paperref:254175	|	exists=NOTEXIST:P=1.0,0.0
346717	paperref:254846	paperref:257742	|
337007	paperref:254581	paperref:254579	|	exists=EXIST:P=0.0,1.0
336682	paperref:253960	paperref:254879	|
343255	paperref:257197	paperref:253898	|	exists=NOTEXIST:P=1.0,0.0
368074	paperref:254291	paperref:255902	|
361037	paperref:257519	paperref:257177	|	exists=NOTEXIST:P=1.0,0.0
378462	paperref:255311	paperref:255313	|	exists=EXIST:P=0.0,1.0
364700	paperref:254114	paperref:257180	|	exists=NOTEXIST:P=1.0,0.0
364981	paperref:253926	paperref:257319	|	exists=NOTEXIST:P=1.0,0.0
352263	paperref:256677	paperref:256681	|	exists=EXIST:P=0.0,1.0
375576	paperref:257342	paperref:258132	|
373357	paperref:254970	paperref:258228	|
345324	paperref:254917	paperref:256012	|	exists=NOTEXIST:P=1.0,0.0
378779	paperref:257788	paperref:258679	|	exists=NOTEXIST:P=1.0,0.0
343611	paperref:254891	paperref:258952	|	exists=NOTEXIST:P=1.0,0.0
366377	paperref:255677	paperref:254176	|	exists=NOTEXIST:P=1.0,0.0
354020	paperref:257247	paperref:254402	|	exists=NOTEXIST:P=1.0,0.0
358089	paperref:257011	paperref:254276	|	exists=NOTEXIST:P=1.0,0.0
349669	paperref:258800	paperref:253552	|	exists=NOTEXIST:P=1.0,0.0
336007	paperref:254601	paperref:257599	|
340570	paperref:253801	paperref:257253	|	exists=NOTEXIST:P=1.0,0.0
337388	paperref:253779	paperref:254600	|
350254	paperref:254751	paperref:255375	|	exists=NOTEXIST:P=1.0,0.0
369379	paperref:257195	paperref:257184	|
343915	paperref:255976	paperref:255947	|	exists=NOTEXIST:P=1.0,0.0
343674	paperref:257190	paperref:258952	|	exists=NOTEXIST:P=1.0,0.0
336172	paperref:255646	paperref:257221	|	exists=NOTEXIST:P=1.0,0.0
365132	paperref:255063	paperref:257046	|	exists=NOTEXIST:P=1.0,0.0
366590	paperref:256830	paperref:257184	|	exists=NOTEXIST:P=1.0,0.0
378920	paperref:256056	paperref:256652	|	exists=NOTEXIST:P=1.0,0.0
353970	paperref:254001	paperref:257247	|	exists=NOTEXIST:P=1.0,0.0
366637	paperref:254646	paperref:254536	|
361907	paperref:255641	paperref:253778	|	exists=NOTEXIST:P=1.0,0.0
343482	paperref:258618	paperref:258131	|	exists=NOTEXIST:P=1.0,0.0
371815	paperref:258220	paperref:256150	|	exists=NOTEXIST:P=1.0,0.0
374772	paperref:255785	paperref:257880	|	exists=NOTEXIST:P=1.0,0.0
365590	paperref:254177	paperref:255676	|	exists=NOTEXIST:P=1.0,0.0
359668	paperref:257517	paperref:257183	|	exists=NOTEXIST:P=1.0,0.0
371721	paperref:253362	paperref:253364	|	exists=EXIST:P=0.0,1.0
356350	paperref:254483	paperref:254484	|	exists=EXIST:P=0.0,1.0
339565	paperref:255056	paperref:254677	|	exists=NOTEXIST:P=1.0,0.0
369591	paperref:254970	paperref:257185	|	exists=NOTEXIST:P=1.0,0.0
348246	paperref:256569	paperref:255906	|	exists=NOTEXIST:P=1.0,0.0
377256	paperref:256277	paperref:254981	|	exists=NOTEXIST:P=1.0,0.0
333905	paperref:254153	paperref:254986	|	exists=NOTEXIST:P=1.0,0.0
352716	paperref:253933	paperref:256544	|	exists=NOTEXIST:P=1.0,0.0
332855	paperref:258095	paperref:258807	|	exists=NOTEXIST:P=1.0,0.0
370363	paperref:258560	paperref:258994	|	exists=NOTEXIST:P=1.0,0.0
361212	paperref:254288	paperref:257259	|
340826	paperref:256369	paperref:256055	|	exists=NOTEXIST:P=1.0,0.0
341906	paperref:257512	paperref:253893	|	exists=NOTEXIST:P=1.0,0.0
360227	paperref:253891	paperref:257200	|
333918	paperref:257225	paperref:254986	|	exists=NOTEXIST:P=1.0,0.0
371981	paperref:254749	paperref:256033	|	exists=NOTEXIST:P=1.0,0.0
350356	paperref:256201	paperref:255680	|	exists=NOTEXIST:P=1.0,0.0
337686	paperref:256277	paperref:257225	|
338630	paperref:257178	paperref:254839	|	exists=NOTEXIST:P=1.0,0.0
373795	paperref:256246	paperref:253633	|	exists=NOTEXIST:P=1.0,0.0
349409	paperref:254518	paperref:255729	|	exists=NOTEXIST:P=1.0,0.0
347003	paperref:254586	paperref:255093	|	exists=NOTEXIST:P=1.0,0.0
341371	paperref:255386	paperref:254692	|	exists=NOTEXIST:P=1.0,0.0
342864	paperref:257195	paperref:253897	|	exists=NOTEXIST:P=1.0,0.0
376176	paperref:256048	paperref:256371	|	exists=NOTEXIST:P=1.0,0.0
359960	paperref:257188	paperref:254939	|	exists=NOTEXIST:P=1.0,0.0
335906	paperref:254982	paperref:254399	|	exists=NOTEXIST:P=1.0,0.0
373442	paperref:256467	paperref:255537	|	exists=NOTEXIST:P=1.0,0.0
371599	paperref:256034	paperref:258148	|	exists=NOTEXIST:P=1.0,0.0
338195	paperref:258150	paperref:257594	|	exists=NOTEXIST:P=1.0,0.0
350448	paperref:256770	paperref:253947	|
346082	paperref:258619	paperref:255375	|	exists=NOTEXIST:P=1.0,0.0
370920	paperref:255805	paperref:253843	|
343680	paperref:258952	paperref:253791	|	exists=NOTEXIST:P=1.0,0.0
354371	paperref:257883	paperref:257248	|	exists=NOTEXIST:P=1.0,0.0
340691	paperref:255053	paperref:253911	|	exists=NOTEXIST:P=1.0,0.0
348054	paperref:256900	paperref:256858	|	exists=NOTEXIST:P=1.0,0.0
351979	paperref:255099	paperref:256970	|
340246	paperref:253803	paperref:257247	|	exists=NOTEXIST:P=1.0,0.0
333739	paperref:257592	paperref:256033	|	exists=NOTEXIST:P=1.0,0.0
332871	paperref:253954	paperref:253943	|	exists=EXIST:P=0.0,1.0
335923	paperref:254982	paperref:257219	|	exists=NOTEXIST:P=1.0,0.0
365567	paperref:255016	paperref:256053	|	exists=NOTEXIST:P=1.0,0.0
354426	paperref:256150	paperref:253822	|
376376	paperref:258147	paperref:256040	|	exists=NOTEXIST:P=1.0,0.0
354749	paperref:257839	paperref:258328	|
339135	paperref:254536	paperref:257224	|	exists=NOTEXIST:P=1.0,0.0
366336	paperref:254645	paperref:254647	|	exists=EXIST:P=0.0,1.0
365154	paperref:255858	paperref:256722	|
341011	paperref:257177	paperref:258372	|	exists=NOTEXIST:P=1.0,0.0
361713	paperref:255644	paperref:256595	|
366139	paperref:258570	paperref:254648	|	exists=NOTEXIST:P=1.0,0.0
357844	paperref:258243	paperref:258241	|
355839	paperref:254485	paperref:255902	|
331672	paperref:256768	paperref:257605	|	exists=NOTEXIST:P=1.0,0.0
378608	paperref:257061	paperref:256324	|	exists=NOTEXIST:P=1.0,0.0
335978	paperref:257599	paperref:253943	|
343498	paperref:253900	paperref:258618	|	exists=NOTEXIST:P=1.0,0.0
339326	paperref:257596	paperref:253996	|	exists=NOTEXIST:P=1.0,0.0
356828	paperref:254881	paperref:258328	|	exists=NOTEXIST:P=1.0,0.0
364731	paperref:255062	paperref:255060	|	exists=EXIST:P=0.0,1.0
356973	paperref:254481	paperref:257200	|
339098	paperref:256598	paperref:257224	|
347162	paperref:258954	paperref:254676	|
378617	paperref:258937	paperref:258936	|
338564	paperref:255743	paperref:255056	|	exists=NOTEXIST:P=1.0,0.0
354115	paperref:258738	paperref:258205	|	exists=NOTEXIST:P=1.0,0.0
